ID,Member Name,Department,Division,Date,Type,Role,Activity Type,Geographical Scope,Host,Country,Province,City,Hours,Education Presentation,Authorship,Title
70024,"Pope, Janet",Medicine,Rheumatology,2012/11/27,Invited Lectures,Invited Lecturer,,National,"Grand Rounds, Rheumatology",Canada,,Hamilton,,FALSE,,"Treating to a Target, EULAR Update, SSc, etc"
70031,"Huda, Noureen",Medicine,General Internal Medicine,2015/06/03,Student Presentation,Presenter,Scientific Presentation,International,Faculty of Health Sciences. Maastricht University,Netherlands,Limburg,Maastricht,2,FALSE,Noureen Huda,Exploring On-call Supervisory and Patient Care Challenges of Senior Medical Residents: Using the Knowledge-to-Action Framework to Identify Solutions
70048,"Lazo Langner, Alejandro",Medicine,Hematology,2015/09/10,Visiting Professorship,* Invited Professor,Continuing Medical Education,International,International Course on Advances in Internal Medicine.,Mexico,,Mexico City,,FALSE,,New oral anticoagulants. Indications and Practical Management for the General Internist.
70049,"Lazo Langner, Alejandro",Medicine,Hematology,2015/09/10,Visiting Professorship,* Invited Speaker,Continuing Medical Education,International,Hematology Rounds,Mexico,,Mexico City,,FALSE,,Heparin induced thrombocytopenia
70051,"Liu, Selina",Medicine,Endocrinology,2015/09/03,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"Renal Rounds, Grand River Hospital",Canada,Ontario,Kitchener,,FALSE,,Role of SGLT2 Inhibition: Endocrine Perspective
70069,"Spaic, Tamara",Medicine,Endocrinology,2016/01/14,Poster Presentation,* Senior Author,Scientific Presentation,International,National Association of EMS Physicians® 2016 Annual Meeting,United States,California,San Diego,5,FALSE,"Michael Peddle, Selina Liu, Heather Reid, Jeffrey Mahon, Tamara Spaic (Senior Author)",Emergency Medical Services (EMS) Assist-Requiring Hypoglycemia and Type 1 Diabetes in Southwest Ontario
70070,"Spaic, Tamara",Medicine,Endocrinology,2015/11/30,Poster Presentation,* Senior Author,Scientific Presentation,International,World Diabetes Congress,Canada,British Columbia,Vancouver,5,FALSE,"Sabreena Sadat, Irene Hramiak, Michael Weingert, Selina Liu, Tamara Spaic (Senior Author)",CAROTID INTIMA MEDIA THICKNESS AND LEFT VENTRICULAR MECHANICS IN PATIENTS WITH DIABETES IN SOUTHWESTERN ONTARIO
70071,"Spaic, Tamara",Medicine,Endocrinology,2015/11/30,Poster Presentation,Presenter,Scientific Presentation,International,World Diabetes Congress,Canada,British Columbia,Vancouver,5,FALSE,"Tamara Spaic, Selam Mequanint, Soo Seung, Nicole Mittmann, Stewart. Harris.",Does prescription drug coverage improve diabetes clinical outcomes?
70072,"Spaic, Tamara",Medicine,Endocrinology,2015/11/30,Poster Presentation,* Senior Author,Scientific Presentation,International,World Diabetes Congress,Canada,British Columbia,Vancouver,,FALSE,"Jennifer Huynh, Jeffrey L Mahon, Cheril Clarson, Tamara Spaic (Senior Author)",Glycemic Control and Acute Diabetes Complications During Transition from Pediatric to Adult Care
70074,"Silverman, Michael",Medicine,Infectious Diseases,2015/10/01,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,Public Health Ontario,Canada,Ontario,Guelph,1,FALSE,Silverman M.,Infection Connection Presentation
70076,"Silverman, Michael",Medicine,Infectious Diseases,2015/09/24,Invited Lectures,Invited Lecturer,* LHSC Infection Control Teaching Rounds,Local,"Infection Control Program, LHSC",Canada,Ontario,London,,FALSE,Silverman M.,Infection Control in Developing Countries
70079,"Teefy, Patrick",Medicine,Cardiology,2015/10/02,Symposia,Invited Lecturer,Continuing Medical Education,International,St. Jude Medical,Canada,Ontario,Toronto,,FALSE,,Advanced OCT Physician Symposium
70137,"Dasgupta, Monidipa",Medicine,Geriatrics,2015/06/22,Invited Lectures,Presenter,Community Outreach Activity,Local,Alzheimer's Society,Canada,Ontario,,,FALSE,,Delirium and dementia.
70143,"Jain, Arsh",Medicine,Nephrology,2015/09/18,Conference Presentation,Presenter,Scientific Presentation,International,Asia Pacific Chapter Meeting of the International Society for Peritoneal Dialysis,"Korea, Republic Of",Daejeon Gwang'yeogsi [Taejon-Kwangyokshi],,,FALSE,,Telemonitoring in peritoneal dialysis: Technology used to connect patients and the healthcare team to improve outcomes
70144,"Jain, Arsh",Medicine,Nephrology,2015/09/15,Conference Presentation,Presenter,Scientific Presentation,International,Baxter Busan Seminar,"Korea, Republic Of",Busan Gwang'yeogsi [Pusan-Kwangyokshi],,,FALSE,,Urgent PD program in Canada
70147,"Garg, Pallav",Medicine,Cardiology,2013/10/27,Abstract Presented,Co-Author,,International,,Canada,Quebec,Montreal,,FALSE,,"Camuglia AC, Syed J, Garg P, Kiaii B, Chu MW, Jones PM, Bainbridge D, Teefy PJ Coronary Flow Reserve Pre and Post Transcatheter Aortic Valve Implantation in Severe Aortic Stenosis: An Invasive Evaluation Study of Coronary Flow Dynamics"
70148,"Garg, Pallav",Medicine,Cardiology,13-Oct,Poster Presentation,Co-Author,,International,TCT 2013,United States,California,San Francisco,,FALSE,,"Eugenio Stabile, Pallav Garg, Alberto Cremonesi, Marc Bosiers, Bernhard Reimers, Carlo Setacci, Piergiorgio Cao, Andrej Schmidt, Horst Sievert, Patrick Peeters, Dimitrios Nikas, Martin Werner, Gianmarco de Donato, Giambattista Parlani, Fausto Castriota, Marius Hornung, Laura Mauri, Giuseppe Giugliano, Giovanni Esposito, Paolo Rubino, Impact On Outcome Of Different Types Of Carotid Stents: Results From The European Registry Of Carotid Artery Stenting"
70149,"Garg, Pallav",Medicine,Cardiology,2014,Invited Lectures,Presenter,,Local,LHSC,Canada,Ontario,London,,FALSE,,Dual antiplatelet therapy in ACS and PCI: Current Role
70150,"Garg, Pallav",Medicine,Cardiology,2013,Invited Lectures,Presenter,,Local,LHSC,Canada,Ontario,London,,FALSE,,Dual Antiplatelet Therapy after PCI: Current Concepts- Balancing bleeding vs. Ischemia
70151,"Garg, Pallav",Medicine,Cardiology,13-May,Conference Presentation,Presenter,,Local,Cardiac Care Education Day (interventional cardiology),Canada,Ontario,London,,FALSE,Pallav Garg,IABP/Impella
70152,"Garg, Pallav",Medicine,Cardiology,2012,Conference Presentation,Presenter,Continuing Medical Education,Local,LHSC,Canada,Ontario,London,,FALSE,,Dual Antiplatelet Therapy in PCI and ACS- cardiology Refresher Day for Physicians
70153,"Garg, Pallav",Medicine,Cardiology,2015/08/24,* CME Lecture,Presenter,Continuing Medical Education,Local,,Canada,Ontario,London,,FALSE,,Interventional Cardiology 101
70156,"Thompson, Drew",Medicine,Emergency Medicine,2015/08/23,Invited Lectures,Invited Lecturer,* Undergraduate Medical Education,Local,"Undergraduate POCUS Interest Group, Schulich School of Medicine",Canada,Ontario,London,1,TRUE,Drew Thompson,"Aorta, Hepatobiliary and Renal Ultrasound"
70157,"Thompson, Drew",Medicine,Emergency Medicine,2014/08/22,Invited Lectures,Invited Lecturer,* Undergraduate Medical Education,Local,"Undergraduate POCUS Interest Group, Schulich School of Medicine",Canada,Ontario,London,1,TRUE,Drew Thompson,Focused Assessment of Sonography in Trauma
70158,"Thompson, Drew",Medicine,Emergency Medicine,2014/12/12,Student Presentation,Supervisor,Continuing Medical Education,Regional,Department of Obstetrics and Gynecology,Canada,Ontario,London,1,TRUE,Dr. Fatima Taboun,Hocus Pocus or the Real Deal? An examination of Point of Care Ultrasound in Gynecology
70166,"Louzada, Martha de Lacerda",Medicine,Hematology,2015/06/26,Invited Lectures,Invited Lecturer,"* LHSC Department of Medicine, Friday Grand Rounds",Local,"LHSC DOM, sponsored by Pfizer Canada",,,London,1,TRUE,Dr. Martha Louzada,Challenges in Cancer-ASsociated Thrombosis: Applying the Canadian Expert Consensus Recommendations
70170,"Chin-Yee, Ian",Medicine,Hematology,2015/09/14,Invited Lectures,Keynote Speaker,* LRCP Hematology Oncology Nursing Group Journal Club,Local,LRCP and Novartis Pharmaceuticals Canada Inc.,,,London,3,FALSE,Dr. Ian Chin-Yee,"Hematological Malignancies ""In a Nut Shell"""
70191,"Borrie, Michael",Medicine,Geriatrics,2015/11/05,Conference Presentation,Co-Author,Scientific Presentation,National,The Aging & Society Knowledge Community,United States,District of Columbia,Washington,,FALSE,,"""Brain Degeneration: How Alzheimer's Disease Affects the Human Brain"", (paper presentation in Themed Session). Dai P, Gwadry-Sridhar F, Bauer M, Borrie M."
70201,"Pillon, Sylvia",Medicine,Emergency Medicine,2013/06/01,Poster Presentation,Presenter,Continuing Medical Education,National,Canadian Association of Emergency Physicians (CAEP),Canada,British Columbia,Vancouver,,FALSE,"S. Pillon, M. Klingel & M. Edmunds","""The ""Do Not Hospitalize"" Patient: How Often Do They Present To The ED?"" Abstract Number: MP-21"
70205,"Pillon, Sylvia",Medicine,Emergency Medicine,2007/08/25,* Oral Presentation,Presenter,Continuing Medical Education,International,ASM Pseudomonas 2007 International Meeting,United States,Washington,Seattle,,FALSE,"C.L. Giltner, S. Pillon, M. Habash & L.L. Burrows","""Both Twitching Motility & Type II Secretions Are Affected By Modulation Of Expression Levels Of The Minor Pilins From The Pseudomonas Aeruginosa Type IV Pilus System"" Abstract S5:7 & Abstract 91A"
70206,"Moist, Louise",Medicine,Nephrology,15-Sep,Invited Lectures,Presenter,,Local,,Canada,Ontario,London,,FALSE,,"Ploycystic Kidney Disease New Assessments and Treatments in 2015, Department of Medicine, Grand Rounds"
70208,"Pillon, Sylvia",Medicine,Emergency Medicine,2007/05/21,* Oral Presentation,Presenter,Continuing Medical Education,National,American Society For Microbiology Annual General Meeting,Canada,Ontario,Toronto,,FALSE,"C.L. Giltner, S. Pillon, M. Habash & L.L. Burrows","""Type IV Pilus Assembly In Pseudomonas Aeruginosa Is Affected By Alterations In Minor Pilin Expression Levels & Protein Structure Abstract D-181"
70216,"Kao, Raymond",Medicine,Critical Care,2015/04/24,* Grand Rounds presentation,Presenter,Scientific Presentation,Local,Critical Care Western,Canada,Ontario,London,,FALSE,Kao R.,"Canadian Forces Health Services in the Ebola Virus Disease Treatment Centre in Kerry Town, Sierra Leone - An Odyssey"
70217,"Kao, Raymond",Medicine,Critical Care,2012,* Grand Rounds presentation,Presenter,Scientific Presentation,Local,LHSC - UH,Canada,Ontario,London,,FALSE,Kao R.,Role of a Military Internist in a War Zone
70218,"Kao, Raymond",Medicine,Critical Care,2007,* Grand Rounds presentation,Presenter,Scientific Presentation,Local,LHSC - VH,Canada,Ontario,London,,FALSE,Kao R.,Kandahr Role 3 Multinational Medical Unit (MMU)
70219,"Kao, Raymond",Medicine,Critical Care,2010,Invited Lectures,Presenter,Community Outreach Activity,Local,Strathroy 3 Striker Air Cadet Squadron,Canada,Ontario,Strathroy,,FALSE,Kao R.,Military Medicine
70220,"Kao, Raymond",Medicine,Critical Care,2009,Invited Lectures,Presenter,Community Outreach Activity,Local,West Elgin Senior Elementary School,Canada,Ontario,West Lorne,,FALSE,Kao R.,Kandahar Role 3
70221,"Kao, Raymond",Medicine,Critical Care,2008,Invited Lectures,Presenter,Community Outreach Activity,Local,Matthews Hall Elementary School,Canada,Ontario,London,,FALSE,Kao R.,Military Medicine
70222,"Kao, Raymond",Medicine,Critical Care,2004,* Grand Rounds presentation,Presenter,Scientific Presentation,Local,LHSC - VH,Canada,Ontario,London,,FALSE,Kao R.,Canadian Forces Military Physician Assistance Training at London Health Sciences Cente
70223,"Kao, Raymond",Medicine,Critical Care,2005,Invited Lectures,Presenter,Scientific Presentation,Local,University of Western Ontario,Canada,Ontario,London,,FALSE,Kao R.,Military Medicine
70224,"Kao, Raymond",Medicine,Critical Care,2008,Invited Lectures,Presenter,Scientific Presentation,Local,University of Western Ontario,Canada,Ontario,London,,FALSE,Kao R.,Military Medicine
70280,"Louzada, Martha de Lacerda",Medicine,Hematology,2015/10/05,Invited Lectures,Invited Lecturer,* Canadian Association of Nurses in Oncology Conference,Regional,Pfizer Canada Inc.,Canada,Ontario,Toronto,1,TRUE,Dr. Martha Louzada,"Improving the Management of Patients with Cancer Associated Thrombosis, Canadian Association of Nurses in Oncology Conference (CANO)"
70281,"Bosma, Karen",Medicine,Critical Care,2014/06/19,Conference Presentation,Presenter,Scientific Presentation,National,Canadian Critical Care Trials Group,Canada,Quebec,Montreal,,FALSE,Laurent Brochard,"Canadian Critical Care Trials Group Scientific Spring Meeting 2014, Proportional assist ventilation for minimizing the duration of mechanical ventilation: The PROMIZING Study"
70284,"Bosma, Karen",Medicine,Critical Care,2014/10/30,Poster Presentation,Supervisor,Scientific Presentation,National,Canadian Critical Care Forum,Canada,Ontario,Toronto,,FALSE,Robert Coke,Patient-ventilator asynchrony during weaning on proportional assist ventilation versus pressure support
70298,"Bosma, Karen",Medicine,Critical Care,2014/10/30,Poster Presentation,Supervisor,Scientific Presentation,National,Canadian Critical Care,Canada,Ontario,Toronto,,FALSE,Michael Peirce,Necrotizing Lung Infections: An Observation of Practice Patterns and Management Changes Over Time
70299,"Bosma, Karen",Medicine,Critical Care,2014/09/27,Poster Presentation,Co-Author,Scientific Presentation,International,European Society of Intensive Care Medicine,Spain,Barcelona,,,FALSE,Sangeeta Mehta,Variation on Neuromuscular Block Use in a Randomized Controlled Trial of High-Frequency Oscillation
70315,"Richardson, Christine",Medicine,Emergency Medicine,13-Jun,Poster Presentation,Presenter,Scientific Presentation,National,CAEP,Canada,Ontario,Niagara Falls,,FALSE,"Richardson, C., Chuang, E., McLeod, S.",Do we know the costs of commonly ordered emergency department investigations in London?
70317,"Richardson, Christine",Medicine,Emergency Medicine,12-Jun,Poster Presentation,Supervisor,Scientific Presentation,National,CAEP,Canada,British Columbia,Vancouver,,FALSE,"Gagnier, R., Richardson, C., McLeod, S.",Initial assessment and Disposition for the Stable Patient with First Trimester Bleeding in the London Health Sciences Centre Emergency Departments
70318,"Richardson, Christine",Medicine,Emergency Medicine,14-Jun,Poster Presentation,Supervisor,Scientific Presentation,National,CAEP,Canada,Ontario,Ottawa,,FALSE,"Peddle, B., Richardson, C., McLeod, S.",Redundant Imaging of Mandibular Fractures in the ED: Should we Start with CT?
70319,"Richardson, Christine",Medicine,Emergency Medicine,15-Jun,Poster Presentation,Supervisor,Scientific Presentation,National,CAEP,Canada,Alberta,Edmonton,,FALSE,"Gushulak, K., Richardson, C., McLeod, S, Klingel, M.","Are we adhering to diabetic ketoacidosis management guidelines in the emergency department?,"
70331,"Khanna, Reena",Medicine,Gastroenterology,2010/11/20,Conference Presentation,Presenter,Continuing Medical Education,Regional,Nutrition and GERD for allied Health Conference,Canada,Ontario,Hamilton,,FALSE,"Khanna, R.",Recent Developments for Registered Dieticians
70332,"Khanna, Reena",Medicine,Gastroenterology,2011/05/17,Conference Presentation,Presenter,Continuing Medical Education,Regional,Allied Health Teaching Rounds,Canada,Ontario,Hamilton,,FALSE,"Khanna, R.","IBD Basics, Liver Basics"
70333,"Khanna, Reena",Medicine,Gastroenterology,2011/05/24,Conference Presentation,Presenter,Continuing Medical Education,Regional,Allied Health Teaching Rounds,Canada,Ontario,,,FALSE,"Khanna, R.","IBD Basics, Liver Basics"
70341,"Goldszmidt, Mark",Medicine,General Internal Medicine,2015/09/08,Conference Presentation,Invited Lecturer,Continuing Medical Education,International,AMEE,,,"Glasgow, Scotland",,FALSE,"Goldszmidt, M., Cadieux, D.",Oral Presentation: An Empirical Model of How Junior Trainees Approach Patient Follow-up and Documentation.
70342,"Moist, Louise",Medicine,Nephrology,15-Oct,Invited Lectures,Presenter,,National,,Canada,British Columbia,Vancouver,,FALSE,,Fistula First Debate
70343,"Goldszmidt, Mark",Medicine,General Internal Medicine,2015/10/07,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,"""Illuminating Collaborative Care"" Joint Psychiatry and Family Medicine Conference",Canada,Ontario,London,,TRUE,Mark Goldszmidt,Lessons Learned from Studying Shared Care on Clinical Teaching Teams
70346,"Goldszmidt, Mark",Medicine,General Internal Medicine,15-Sep,Conference Presentation,Supervisor,Continuing Medical Education,Local,CERI Annual Education Symposium,Canada,Ontario,London,,TRUE,"Lisa Faden, Saad Chahine, Mark Goldszmidt",Virtual Poster: With a little help from my friends: The critical friends model and CERI's Innovations Mentored Groups
70347,"Goldszmidt, Mark",Medicine,General Internal Medicine,15-Sep,Conference Presentation,Supervisor,Continuing Medical Education,Local,CERI Annual Education Symposium,Canada,Ontario,London,,FALSE,"Lisa Faden, Mark Goldszmidt",Paper Presentation: Exploring On-call Supervisory Practices and Challenges of Senior Medical Residents: Development of an EPA for SMR on-call
70348,"Goldszmidt, Mark",Medicine,General Internal Medicine,15-Sep,Conference Presentation,Supervisor,Continuing Medical Education,Local,CERI Annual Education Symposium,Canada,Ontario,London,,TRUE,"Juliya Hemmett, Javeed Sukhera, Heather Emmerton-Coughlin, Robert Sibbald, Aaron Grant, Lisa Faden, Mark Goldszmidt",Oral Abstract: Integrating Patient Safety and Quality Improvement into Undergraduate Medical Education
70349,"Goldszmidt, Mark",Medicine,General Internal Medicine,15-Sep,Conference Presentation,Supervisor,Continuing Medical Education,Local,CERI Annual Education Symposium,Canada,Ontario,London,,TRUE,"Kathy Hibbert, Lisa Fadden, Sandra DeLuca, Noureen Huda, Mark Goldszmidt",Oral Abstract: Learning to fly together: A sociomaterial study of interprofessional patient care
70350,"Goldszmidt, Mark",Medicine,General Internal Medicine,15-Sep,Conference Presentation,Supervisor,Continuing Medical Education,Local,CERI Annual Education Symposium,Canada,Ontario,London,,TRUE,"Kaitlyn Boese, Lisa Fadden, Kathy Hibbert, Sandra DeLuca, Noureen Huda, Mark Goldszmidt",Oral Abstract: Everyday advocacy on the clinical teaching unit: Recognizing the importance of 'Chance Encounters'
70351,"Goldszmidt, Mark",Medicine,General Internal Medicine,15-Sep,Conference Presentation,* Primary Author,Continuing Medical Education,Local,CERI Annual Education Symposium,Canada,Ontario,London,,TRUE,"Mark Goldszmidt, Lisa Faden, Kathy Hibbert, Sandra DeLuca, Noureen Huda, Kaitlyn Boese",Oral Abstract: Values out of alignment: Exploring the influence of the sociomaterial on patient care in an academic health science centre
70352,"Roberts, Jason",Medicine,Cardiology,2015/10/01,Symposia,Invited Lecturer,Continuing Medical Education,Local,R. W. Gunton Memorial Symposium - Roberts Research Institute,Canada,Ontario,London,,FALSE,,Personalized Medicine for CV Disease: Is it hype or is there hope?
70358,"Louzada, Martha de Lacerda",Medicine,Hematology,2015/12/06,Poster Presentation,Presenter,Scientific Presentation,International,American Society of Hematology (ASH),United States,Florida,Orlando,2,FALSE,,"Thromboprophylaxis in Multiple Myeloma Patients Treated with Lenalidomide - A Systematic Review, Session 332, Antithrombotic therapy: Poster II"
70359,"Louzada, Martha de Lacerda",Medicine,Hematology,2015/12/05,Poster Presentation,Presenter,Scientific Presentation,International,American Society of Hematology,United States,Florida,Orlando,2,FALSE,,"Updates on the Risk of Dalteparin Thromboprophylaxis Failure in Hospitalized Acutely ILL Medical Patients with Cancer (ARTIC Study), Session 331, Pathophysiology of thrombosis: Poster I"
70360,"Louzada, Martha de Lacerda",Medicine,Hematology,2015/12/05,Poster Presentation,Presenter,Scientific Presentation,International,American Society of Hematology (ASH),United States,Florida,Orlando,2,FALSE,,"Comparing the Efficacy of Aspirin or Low Molecular Weight Heparin or Vitamin K antagonists in the Risk of Thromboembolic Events in Patients with Multiple Myeloma Treated with Lenalidomide-Based Therapy, Session 332, Antithrombotic Therapy: Poster I"
70361,"Louzada, Martha de Lacerda",Medicine,Hematology,2015/12/06,Poster Presentation,Presenter,Scientific Presentation,International,American Society of Hematology (ASH),United States,Florida,Orlando,2,FALSE,,Evaluating the Need for Anticoagulation Beyond 6 Months for Patients with Cancer-Associated Venous Thromboembolism (VTE): A Retrospect of Real Life (EXTEND study - updated results)
70362,"Dreyer, Jonathan",Medicine,Emergency Medicine,13-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine Conference,United States,Georgia,Atlanta,,FALSE,"Safdar B, Stolz U, Stiell IG, Cone DC, Bobrow B, Boer M, Dreyer JF, Maloney J, Spaite DW",Gender Survival in Out-of-hospital Cardiac Arrest (OHCA) - Results From the OPALS (Ontario Prehospital Advanced Life Support) Study.
70363,"Dreyer, Jonathan",Medicine,Emergency Medicine,13-Jun,Abstract Presented,Supervisor,Scientific Presentation,National,Canadian Association of Emergency Physicians Annual Scientific Meeting,Canada,British Columbia,Vancouver,,FALSE,"Mian A, McLeod SL, Schappert A, Dreyer JF.",The Utility of serum lactate ordered in the emergency department in diagnosing mesenteric ischemia : a 3 year retrospective review
70364,"Dreyer, Jonathan",Medicine,Emergency Medicine,12-Jun,Abstract Presented,Supervisor,Scientific Presentation,Provincial,Canadian Association of Emergency Physicians Annual Scientific Meeting,Canada,Ontario,Niagara Falls,,FALSE,"Ahn JS, Edmonds ML, McLeod SL, Dreyer JF.",Do Radiation Exposure Risks Influence Diagnostic Imaging Choices for Investigating Pulmonary Embolism in an Adult Emergency Department?
70365,"Dreyer, Jonathan",Medicine,Emergency Medicine,07-Jun,Abstract Presented,Presenter,Scientific Presentation,National,Canadian Association of Emergency Physicians Annual Scientific Meeting,Canada,British Columbia,Victoria,,FALSE,"Dreyer JF, Edmonds ML, Mcleod SL",Diagnostic imaging for renal colic in Ontario emergency departments.
70366,"Dreyer, Jonathan",Medicine,Emergency Medicine,07-Jun,Abstract Presented,Presenter,Scientific Presentation,National,Canadian Association of Emergency Physicians Annual Scientific Meeting,Canada,British Columbia,Victoria,,FALSE,"Dreyer JF, Zaric GS, McLeod SL, Anderson C, Carter, ME.",Variability of emergency physician time by triage category.
70367,"Dreyer, Jonathan",Medicine,Emergency Medicine,07-Jun,Abstract Presented,Presenter,Scientific Presentation,National,Canadian Association of Emergency Physicians Annual Scientific Meeting,Canada,British Columbia,Victoria,,FALSE,"Dreyer JF, McLeod SL",A comparison of the care profile of physicians and nurse practitioners in a community hospital Emergency Department.
70368,"Dreyer, Jonathan",Medicine,Emergency Medicine,07-Jun,Abstract Presented,Presenter,Scientific Presentation,National,Canadian Association of Emergency Physicians Annual Scientific Meeting,Canada,British Columbia,Victoria,,FALSE,"Dreyer JF, Zaric GS, McLeod SL, Anderson C, Carter ME.",Predictors of emergency physician workload.
70369,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-Jun,Abstract Presented,Presenter,Scientific Presentation,National,International Conference for Emergency Medicine,Canada,Nova Scotia,Halifax,,FALSE,"Dreyer, JF, Zaric, GS, McLeod, SL, Anderson, CK, and Carter MW.",Triage as a Predictor of Emergency Physician Workload.
70370,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-Jun,Abstract Presented,Presenter,Scientific Presentation,National,International Conference for Emergency Medicine,Canada,Nova Scotia,Halifax,,FALSE,"Dreyer, JF, Zaric, GS, McLeod, SL, Anderson, CK, and Carter, MW.",Emergency Physician Time by Activity and Hospital Type.
70371,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-Jun,Abstract Presented,Co-Author,Scientific Presentation,National,International Conference for Emergency Medicine,Canada,Nova Scotia,Halifax,,FALSE,"Stiell IG, Clement CM, Grimshaw J, Brison R, Rowe BH, Schull M, Lee JS, Brehaut J, McKnight RD, Dreyer J, Eisenhauer MA, MacPhail I, Rutledge T, Letovsky E, Shah A, Clarke A, Ross S, Perry JJ, Wells GA.",Controlled clinical trial to implement the Canadian C-Spine Rule.
70372,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-Jun,Abstract Presented,Presenter,Scientific Presentation,National,International Conference for Emergency Medicine,Canada,Nova Scotia,Halifax,,FALSE,"Dreyer J, Lang ES, Kovacs G, Stiell IG, Wells P, Kovacs M, Kahn SR, Rodger M, Morrs T, Anderson D.",Computerized tomographic pulmonary angiography compared with ventilation-perfusion lung scanning as initial diagnostic modality for patients with suspected pulmonary embolism: a randomized controlled trial.
70373,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-Jun,Abstract Presented,Co-Author,Scientific Presentation,National,International Conference for Emergency Medicine,Canada,Nova Scotia,Halifax,,FALSE,"Stiell IG, Nesbitt L, Pickett W, Maloney J, Dreyer J, Banek J, Brisson D, Munkley D, Wells GA",Does the out-of-hospital Glasgow coma scale score reliably reflect anatomic brain injury in major trauma patients?
70374,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-Jun,Abstract Presented,Co-Author,Scientific Presentation,National,International Conference for Emergency Medicine,Canada,Nova Scotia,Halifax,,FALSE,"Nesbitt L, Stiell IG, Pickett W, Maloney J, Dreyer J, Munkley D, Banek J, Brisson D, Wells GA",Glasgow outcome score as a predictor of the functional independence measure in the OPALS Major Trauma Study.
70377,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,California,San Francisco,,FALSE,"McLeod, SL, Dreyer, JF, Zaric, GS, Anderson, CK, and Carter, MW.",Triage as a Predictor of Emergency Physician Workload.
70378,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,California,San Francisco,,FALSE,"McLeod, SL, Dreyer, JF, Zaric, GS, Anderson, CK, and Carter, MW",Emergency Physician Time by Activity and Hospital Type.
70380,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,California,San Francisco,,FALSE,"Stiell IG, Nesbitt L, Pickett W, Maloney J, Dreyer J, Banek J, Brisson D, Munkley D, Wells GA",Does the out-of-hospital Glasgow coma scale score reliably reflect anatomic brain injury in major trauma patients?
70381,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,California,San Francisco,,FALSE,"Nesbitt L, Stiell IG, Pickett W, Maloney J, Dreyer J, Munkley D, Banek J, Brisson D, Wells GA",Glasgow outcome score as a predictor of the functional independence measure in the OPALS Major Trauma Study.
70382,"Dreyer, Jonathan",Medicine,Emergency Medicine,06-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,California,San Francisco,,FALSE,"Lang ES, Afililo M, Kovacs G, Stiell IG, Kahn SR, Dreyer J, Snyder B, Anderson D",Computerized tomographic pulmonary angiography compared with ventilation-perfusion lung scanning as initial diagnostic modality for patients with suspected pulmonary embolism: a randomized controlled trial.
70383,"Dreyer, Jonathan",Medicine,Emergency Medicine,05-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,New York,New York City,,FALSE,"Howton JC, Stiell IG, Clement CM, Brison R, Schull M, Rowe BH, Dreyer J, McKnight RD, Eisenhauer M, Wells GA, for the CCC Study Group.",The role of the history in predicting the need for computed tomography scan in minor head injury.
70384,"Dreyer, Jonathan",Medicine,Emergency Medicine,04-Sep,Abstract Presented,Presenter,Scientific Presentation,International,Prehospital Care Research Forum,United States,California,Los Angeles,,FALSE,"Dreyer JF, Rodriguez S, Lewell M, Boyle K",Comparison of Classroom-based Versus Distributive Learning based 12-Lead ECG Training.
70385,"Dreyer, Jonathan",Medicine,Emergency Medicine,04-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,Florida,Orlando,,FALSE,"Stiell IG, Brison R, McKnight RD, Clement C, Rowe BH, Wells GA, Lee JS, Dreyer J, MacPhail I, Holroyd B, Schull M, Eisenhauer M, for the CCC Study Group.",Comparison of the Performance of the components of the Canadian CT Head Rule and the New Orleans Criteria.
70386,"Dreyer, Jonathan",Medicine,Emergency Medicine,04-May,Abstract Presented,Co-Author,Scientific Presentation,International,Society for Academic Emergency Medicine,United States,Florida,Orlando,,FALSE,"Stiell IG, Dreyer J, Clement C, Holroyd B, Lee JS, Wells GA, MacPhail I, Brison R, McKnight RD, Rowe BH, Schull M, Eisenhauer M, for the CCC Study Group.",The role of the mental status examination in assessment of minor head injury.
